theta0,theta1,theta2,phi0,phi1,phi2
-0.18639719817540756,0.017341039361261745,-0.010175585210533189,1.08628957862217,1.13071502603113,1.13752249553161
-0.2013784257429806,-0.39358642261216703,-0.4747286514119272,1.07385003837733,1.06294977019109,0.983829713178405
-0.01447122015307123,-0.447113823663735,-0.4494919642021571,1.01399704491141,1.02402865964276,1.02041312581775
-0.13288663187897876,0.33889458043759324,-0.18104995770911358,1.14163320114256,0.95299002887062,1.09601282140985
-0.20404680953062782,0.07063151088242159,0.10282006393828858,1.03551879525421,1.13716999371786,1.12263228814812
-0.07935836997317591,0.1869152790975116,0.31214875804830333,1.05058409295823,1.1327019794334,1.05714326894596
-0.4515688093088299,0.4505861493794301,-0.45340218862352655,1.02284939793313,0.65437776203296,1.01731486180525
0.4965217969690545,-0.07886205907388089,0.3481393928328007,0.962992937035089,0.859465876864924,1.09507094476669
0.08661421075278919,0.2047709960759183,0.033435966685971596,1.13393502702026,1.10075345962483,1.12818466081048
0.34344980657505497,0.06844738698598085,-0.23168142773341927,0.985107379211283,1.18844691208038,0.880164030754446
0.3045749698314739,0.23691769434871357,0.18327270734561285,1.07941926459527,1.10507540560961,1.11262464253831
-0.21311773865694483,0.07190874825803317,0.2023449687487725,0.991941078841493,1.15520818139099,1.08114480337457
-0.14215760417721712,-0.24625017023535778,0.2716994592359999,1.15638180319684,1.05103190659003,0.982302865816709
-0.23617980614138534,0.04875509274588108,0.1639909278256324,0.987443433032171,1.15458572912808,1.0924316709587
0.2823586147342121,-0.36556375858244716,-0.2691635522561604,0.901908796786004,0.985703396019186,1.14467038516721
0.054367048793657835,0.11295343232795407,0.07668593549879243,1.13200947895404,1.12617927209617,1.13166083658298
0.4415278116177912,-0.21016400229099452,-0.36088467613005437,0.777793242573797,1.2003027677023,0.88809714297266
0.39688007168628014,-0.0824658067152273,0.13742813716234525,0.992717500803764,1.05040678098265,1.15477598393605
-0.04870011800109475,-0.13285412663094542,0.4975320876668913,1.16214067776604,1.08560284238837,0.859104634678201
0.07387019517585447,-0.251540100617736,-0.13873288774137216,1.08957410149971,1.06707894883622,1.14170336504179
0.3558064532949663,0.19543527605614808,0.17430554442721335,1.05204351719423,1.11496816498587,1.11572590257278
0.26059789428964886,0.12353138456953705,0.08225790912783493,1.08503959767542,1.1291195134987,1.12643619716794
-0.17348532882482304,0.4823476937873472,0.04890079327573327,0.982624584468209,0.88567347894174,1.19063739842917
-0.23106132467695528,-0.1778900684214385,0.17721595621056296,1.08617688533105,1.13189159974019,1.03648231794284
0.49609355032234315,-0.21008646294343425,-0.21432386204785414,0.790559998070949,1.11240518390319,1.10661717623255
0.1410292766770206,-0.1831396113195375,-0.21206801315803758,1.05821513414098,1.12331743120615,1.10111439840124
0.08571733744999499,-0.35313629430786153,-0.21127930408420703,1.050501835762,0.997512714995928,1.14506126807328
-0.18163202371342702,-0.18050150482265237,-0.1350652540841697,1.11616099163892,1.11646491326497,1.12286286963667
0.28122238488797124,0.40866300940786626,0.2867772749874502,1.09033154288014,1.03586038377461,1.08914420416857
-0.42234668940049547,-0.26391093632393237,0.2991429484648366,0.805987313883751,1.19814473812405,0.85243211771523
0.05650167791855176,-0.2399139019133507,0.07166862022263698,1.13553351250662,1.01357031475879,1.12862429875141
0.45971014645638275,0.17650244535275983,-0.15867225690341902,0.93764114678254,1.17184321900107,0.870288877791438
-0.03421650216589334,-0.02597491030874932,0.09018857799657609,1.1331030996453,1.13468622866618,1.12147990252892
0.47510327366233396,0.37538541359432154,0.022931254560013437,0.992688636153882,1.06915373409987,1.02997070258184
0.09368719176152984,0.4072688486758531,0.2278517869257426,1.10625129392379,1.01999312989819,1.11681731718979
-0.11479406415620441,0.3043905170511916,0.010780770859835642,1.08709391682899,1.02308588665111,1.15766835586315
0.08178350315640659,0.3086353698860559,0.32784199583853635,1.09862747602679,1.08350196109034,1.07278874035103
0.3564597850307617,0.18591399681055532,0.17970516514643964,1.0513486298873,1.11585072918383,1.11604053482504
0.2978735982005928,-0.17300902301661614,-0.16374753437969503,0.976885797684972,1.11442810631863,1.12296151233344
-0.25820036692879333,-0.30808953974434905,0.15878274162755324,1.11594500889576,1.05918268952464,1.00988801063634
-0.35434751311425916,0.38896634303777833,-0.3427238506403759,1.05530843800879,0.793753444773368,1.07817176512692
0.038125493636625984,-0.1534257119046708,0.45867650522498415,1.18174286567283,1.02192278899066,0.908474386370816
-0.32726941345104676,-0.07915241531885098,-0.15652930799503106,1.03473529329214,1.11782940329509,1.13070902726937
-0.1711573357517513,0.2440757754581634,0.1419719814830639,0.995010712891242,1.07869866643179,1.14205979374949
-0.307495982276348,-0.3301919348245751,0.4362510658812111,1.09830858387733,1.05612498904829,0.772555929717655
-0.032358650562550606,-0.1363213001176038,0.3229200014172079,1.15829552900459,1.08701810990526,0.997984695938596
0.4196196994167094,-0.4670816510352708,-0.461514999484822,0.673735860935879,1.00518709437651,1.02249208585403
0.30999212957315836,0.3887580585448177,0.25843964892105387,1.0827781432007,1.04656242363445,1.09458187545317
-0.09683852274333626,0.23317962792807234,0.20672261383713342,1.04986305591842,1.09984096506403,1.1150484981376
-0.003598404741261718,0.2380151921039937,0.10817204030658745,1.11686388152766,1.08730207734611,1.13619157155825
-0.30784237724906327,0.024533541851752827,-0.14599920544104772,1.02976062251721,1.09804732881917,1.14352037900395
0.293646880370418,-0.3593073230266627,-0.336427391886312,0.87523066431431,1.04622829147357,1.08663962779833
0.30862750971939357,0.39796912617589864,0.40494821914633283,1.07835646602854,1.04648462703396,1.04289465461271
-0.11481676514932015,0.3829869742026043,-0.2914825458525663,1.19574559789037,0.888756782372219,0.949066954145214
-0.013953455292854189,0.3462340644859354,-0.17690016708123846,1.17285826819376,0.97760717218082,1.04351679956619
-0.06720192775641509,0.14046795386490007,0.0073515125841541185,1.12116072129912,1.10802937311107,1.14071077902496
0.04290723492195092,-0.049631274462295316,-0.379580991318346,1.10435467161314,1.15831266336327,0.816295421268649
-0.2987802843265608,-0.3492540843008918,-0.49085259178524243,1.07721971952434,1.07280852038571,0.969455820579523
-0.35152743451932966,-0.4360595330248863,0.15105576218606487,1.11135967364945,0.962248204236661,0.949210614562702
-0.1628165220141623,-0.20672831812269465,0.4859482395038133,1.14089533309384,1.08614428348702,0.81646061979303
0.05565578969731766,-0.10144712032643777,-0.26968628112202697,1.10101217053208,1.1478621041461,1.04352877441669
-0.3169417128035035,0.0981389789994277,-0.010382017694993473,0.919189003517025,1.09970512496762,1.15856978517189
-0.11197689458521798,-0.30967096571769326,0.3337505303617262,1.19874845686085,0.919494919389646,0.922580615339083
0.19918599477284704,-0.0013058089164865727,0.2985066495480071,1.12260851199935,1.09486564524446,1.07118144889197
-0.34775049505474287,0.018254599038513453,0.019996342709111437,0.8768173506272,1.13470933858568,1.13374344248104
-0.35043174358066864,0.40729722983684924,-0.40661466758313347,1.11245775115237,0.752246508485889,0.98335181461908
0.34773279324902007,-0.004073723068239166,0.10646433977615577,1.02929602216873,1.10930059640191,1.14296260337865
-0.36512841864952394,-0.481966614975763,-0.24032941984558953,1.07337756924862,0.973006644687958,1.07971308727074
-0.3247188871680805,0.45334702543335925,-0.36508881646211644,1.10725614654005,0.736906984368246,1.0234371158091
0.27689797267053085,-0.22302016550167114,0.004099779486144595,1.01999906238266,0.993888460380883,1.17618800210551
-0.46585382934543584,-0.2506607730574276,-0.31116984451610263,0.976742946549089,1.08961025223118,1.08855561704674
0.3264231704461429,-0.29464388963768673,-0.2799857074983496,0.888710959134811,1.07752619114002,1.09932650547855
-0.07786662150781443,-0.08895918754913723,0.2162289387191959,1.13337078978874,1.12765144579647,1.06119347257742
-0.2871608693525908,-0.22942858194202798,-0.26510675922969607,1.08771058966484,1.10376013838464,1.09613952354006
0.32515384224922717,0.40379804721550483,-0.08104486724963211,1.09027548251717,1.02741111675279,0.951167064065565
0.28821417448191167,0.4925303141323817,0.43476919878169074,1.07737219040109,0.995265214537964,1.03150796483719
0.11400368571335417,0.13453444338095044,0.13794052401465318,1.12697821366554,1.12447392146606,1.12387778174902
0.06884914278174425,-0.09065793546904921,0.09757651183761518,1.13456458774618,1.10818757983242,1.12601245094923
-0.11231113930388614,0.08271505556368364,0.4741935664927033,1.0378791691076,1.17307885522185,0.916037663880107
-0.017487196354906365,0.296370875101032,0.44211820795245504,1.03216211859224,1.10549890132065,0.999637727259127
-0.42804633112756374,-0.11357231514870925,-0.4301439011716459,1.03295978769362,1.05974471733928,1.03055612700895
0.19808632319387576,0.20700223711818333,0.17503052895288107,1.11284446655493,1.11059812201242,1.11712270134012
-0.21778889687413017,0.4434573287295893,-0.29271152597386507,1.14930542453388,0.808505780886179,1.03254965507326
0.19406765074032273,0.04234596143616687,-0.05067553000603764,1.09384618633648,1.1420823919109,1.117363156951
-0.06964713515694976,-0.25520667369629335,-0.09580478940150772,1.12846506634161,1.07316004102234,1.132263301583
0.05924590716499922,0.17544282631352393,-0.2647375420831797,1.15811370950498,1.08624333981793,0.924192540023367
0.18007361303390257,0.10395517624882322,-0.15625463229946635,1.10225614570602,1.14025580342288,1.04667961075361
-0.2823474810350848,0.017384598520541306,-0.30783923544079694,1.09695522619898,1.07336525968153,1.07432546523775
-0.35617449790528344,0.023171959102478268,-0.18811001645712266,0.995680900953875,1.08260028802728,1.14340384136877
0.029290291886490127,0.4653851458746008,0.04574970923321353,1.12976119297112,0.942242249204594,1.13720925262957
0.044699167080322066,0.21356006365082403,-0.2574158059512318,1.16831731380261,1.06265832098608,0.929722172613884
0.21068829826545776,0.2944462645150432,0.18905336797091488,1.1107664132067,1.08245518449087,1.1135426060405
0.46820411675486295,0.20105275424803526,0.004173473433554897,0.965236422599087,1.13679755631144,1.07609453105699
0.025390926857063678,0.03852934345602377,0.30106137787003107,1.13183791708667,1.13570277746702,1.04996788708284
-0.10766382367266303,-0.18971086317061137,-0.11747519163337106,1.12747263727635,1.11001933998486,1.12730739639565
-0.12211627629748023,-0.09268894432764141,0.12447706562421534,1.12085556315673,1.13421369491818,1.09521878005257
0.0741671575028946,-0.3162368807472927,-0.15438367948871057,1.07636175991685,1.01488600988655,1.15000183173416
0.22207887670723447,0.15505590571066852,-0.17580778169652211,1.09248756271019,1.13408057024236,0.990870469498862
0.11285673457548806,-0.4389991218638878,-0.26557311098860925,0.994724183024837,0.87828201390227,1.16085483699061
-0.06628480882482357,0.40752187966182485,0.2666294788918193,1.00522885993886,1.01395005339846,1.11712070402251
